"wd16cd","wd16nm","lad16nm","2011_no2_total","2015_no2_total","2020_no2_total","2025_no2_total","2030_no2_total","2011_pm25_total","2011_pm25_secondary","2011_pm25_residual_salt","2015_pm25_total","2015_pm25_secondary","2015_pm25_residual_salt","2020_pm25_total","2020_pm25_secondary","2020_pm25_residual_salt","2025_pm25_total","2025_pm25_secondary","2025_pm25_residual_salt","2030_pm25_total","2030_pm25_secondary","2030_pm25_residual_salt"
"E05001323","Blakenhall","Wolverhampton",22.0288662058824,17.8898295588235,15.0106209117647,12.6195520382353,11.3280315529412,12.1542189117647,4.961196,4.54242996176471,10.3120235441176,3.808263,3.54301949705882,9.74861418823529,3.461931,3.49573149705882,9.5537712,3.294098,3.49399649705882,9.50025422058824,3.195473,3.50300749705882
"E05001324","Bushbury North","Wolverhampton",23.2251454101996,18.3290589578714,15.5710494678492,13.3695680931264,12.1188245011086,12.2479916851441,4.903085,4.6332054789357,9.64975572949002,3.755019,3.60875214190687,9.04648714634146,3.406175,3.55870986696231,8.86210967405765,3.236436,3.55723986696231,8.81238485365854,3.139355,3.56707014190687
"E05001325","Bushbury South and Low Hill","Wolverhampton",24.4390821804511,19.8644379949875,16.7844725313283,14.420561679198,13.0859996741855,12.4011111528822,4.90847373934837,4.60091575438596,10.0631493308271,3.75995641353383,3.56294474937343,9.45049848370927,3.41134535588972,3.51315813283208,9.26489998746867,3.24178310275689,3.5116633358396,9.21620822055138,3.14455892481203,3.52141790726817
"E05001326","East Park","Wolverhampton",28.6869964829396,22.6665413648294,18.9666351181102,16.3796458792651,15.0012647506562,13.6607882414698,4.96474311023622,4.66362348031496,10.8512044356955,3.81104194225722,3.66636658005249,10.195160343832,3.46437079002625,3.61907858005249,10.0089332388451,3.2963714488189,3.61734354593176,9.96233328346457,3.19767577165354,3.62635474278215
"E05001327","Ettingshall","Wolverhampton",25.9464055530973,21.0657791150442,17.7501839823009,15.1823882522124,13.750817300885,12.964957300885,4.961196,4.59984341814159,10.6705680088496,3.808263,3.60841499778761,10.0435693716814,3.461931,3.56112716150442,9.86019142920354,3.294098,3.55939180530973,9.8192709159292,3.195473,3.56840321681416
"E05001328","Fallings Park","Wolverhampton",22.2835890459364,17.6075725795053,14.723987844523,12.3934592226148,11.13086795053,12.0831358657244,4.903085,4.59432577031802,9.57068740282685,3.755019,3.48156617314488,9.00615636042403,3.406175,3.43152383038869,8.8095671024735,3.236436,3.43005373144876,8.74980691166078,3.139355,3.439884204947
"E05001329","Graiseley","Wolverhampton",21.7196559555556,17.8256404888889,14.8858726666667,12.3868006666667,11.06679476,11.9346754666667,4.93412485333333,4.50594015111111,10.3003397244444,3.78748703111111,3.45357615111111,9.72975105777778,3.44368952888889,3.40628816444444,9.52325884444445,3.27709879555556,3.40455315111111,9.46409950666667,3.17900252888889,3.41356443111111
"E05001330","Heath Town","Wolverhampton",27.5077041471572,22.4186916053512,18.9552455518395,16.4105032441472,15.0494627759197,13.2861123745819,4.93903996655518,4.62970727090301,10.9491003645485,3.78796261204013,3.59657145819398,10.2853625986622,3.44067285953177,3.54823333779264,10.0852828862876,3.27211315719064,3.54659933110368,10.0358930568562,3.17407683946488,3.55592282274247
"E05001331","Merry Hill","Wolverhampton",16.848812195122,13.1173641504065,10.944278402439,9.13570541056911,8.17537657723577,10.9240792276423,4.882092,4.35278700406504,8.7734622398374,3.747554,3.33403766260163,8.29357024390244,3.408628,3.28674966260163,8.10894569512195,3.244425,3.28501466260163,8.04123504065041,3.147345,3.2940265
"E05001332","Oxley","Wolverhampton",19.6756995039164,15.0953578328982,12.8783004177546,11.2395632114883,10.3578544751958,11.4495843342037,4.87681649086162,4.40805816449086,9.00726468146214,3.73387950391645,3.35399683550914,8.48802048825065,3.38761516710183,3.30395452480418,8.30843346736292,3.21914090600522,3.30248448563969,8.24941207049608,3.12259746214099,3.31231504699739
"E05001333","Park","Wolverhampton",20.3755220597015,16.3765656119403,13.7342862089552,11.4978915462687,10.3212759164179,11.6063142985075,4.90295502089552,4.45246666865672,9.73212600597015,3.76315160298507,3.40362374328358,9.19165545373134,3.42200025970149,3.35623733731343,8.99124531940299,3.2566823880597,3.35451154925373,8.9277215761194,3.1592121641791,3.36355223880597
"E05001334","Penn","Wolverhampton",17.8054681553398,14.1070921359223,11.7688357928803,9.82011151779935,8.77940527508091,11.1686626537217,4.906412,4.40368752427185,9.06251140453074,3.76621857928803,3.37273505825243,8.56794655016181,3.42501565372168,3.32544705825243,8.38170707119741,3.25969663430421,3.32371205825243,8.31669740776699,3.16214163430421,3.33272335598706
"E05001335","St Peter's","Wolverhampton",25.7554408333333,21.2151752160494,18.0635776234568,15.5990610802469,14.2804415740741,12.8081169753086,4.92990328703704,4.56696170987654,10.6942526512346,3.78002059259259,3.56802939506173,10.0057646975309,3.43288059259259,3.51944080864198,9.79779283641975,3.2643329691358,3.51783094753086,9.75191409259259,3.16651589506173,3.52722892592593
"E05001336","Spring Vale","Wolverhampton",22.9187314552239,18.0890647014925,15.1190060447761,12.6667513544776,11.3204957014925,12.2109954850746,4.96520672761194,4.51248040671642,10.2657414067164,3.80814079850746,3.43158302985075,9.70276863059702,3.46185777238806,3.38429512686567,9.50650591791045,3.2940490261194,3.3825600261194,9.45190522761194,3.19542262686567,3.39157112686567
"E05001337","Tettenhall Regis","Wolverhampton",17.2005211210762,13.1093004439462,11.0223600762332,9.37800269058296,8.50491057399103,10.9211016591928,4.83466518834081,4.36399438116592,8.66778195964126,3.70107887443946,3.33846137668161,8.17878168609865,3.35988755829596,3.2887464573991,7.99651195067265,3.19398049327354,3.2872449573991,7.93087764349776,3.09824869730942,3.29697782959641
"E05001338","Tettenhall Wightwick","Wolverhampton",16.4106015581395,12.7069639348837,10.6672293,8.97963718604651,8.08826726976744,10.8822998837209,4.8797060372093,4.36568256511628,8.70678992790698,3.7452392,3.41710914418605,8.23618444883721,3.4062186372093,3.36970586511628,8.05473594883721,3.24194108372093,3.36798195116279,7.98580052325581,3.14492785116279,3.37702725813954
"E05001339","Wednesfield North","Wolverhampton",22.5953130530973,17.6126363716814,14.654645840708,12.2842574778761,11.007821460177,12.3075965486726,4.96997401769911,4.65535534955752,9.74599442477876,3.81029898230089,3.6012517920354,9.17974078761062,3.45470510619469,3.55120965929204,8.97890959292035,3.28165692477876,3.54973931858407,8.91764415929204,3.1831702699115,3.5595697920354
"E05001340","Wednesfield South","Wolverhampton",25.2747925681818,19.8179744090909,16.5997892954545,14.2288650454545,12.968702,12.8781349772727,4.96442514318182,4.59585461136364,10.2211494090909,3.80758424772727,3.592708125,9.61988920454545,3.45605038181818,3.54380502727273,9.42212858181818,3.28527150909091,3.54222538409091,9.36412765909091,3.18677521818182,3.55171743181818
"E05006902","Brereton and Ravenhill","Cannock Chase",15.0818267552182,11.7622290018975,9.84935695825427,8.46635678368122,7.7273299658444,10.9094659013283,5.10138054648956,4.35122775711575,8.64857470967742,3.93283882732448,3.28884510626186,8.12829490322581,3.56140012903226,3.23681268311195,7.92689784629981,3.3785235426945,3.23550690891841,7.84606788425047,3.27372810626186,3.24593792220114
"E05006903","Cannock East","Cannock Chase",18.7485484577114,15.3892982089552,12.8851542288557,10.9286046517413,9.83054416915423,11.6569021393035,4.96227485572139,4.52535854726368,9.10104689054726,3.80267623383085,3.4048897761194,8.5382596119403,3.44253372636816,3.35484762189055,8.32703784577114,3.2648925920398,3.35337739303483,8.2555895721393,3.16647464179104,3.36320795522388
"E05006904","Cannock North","Cannock Chase",16.1451122972973,12.4908648648649,10.4449241891892,8.81986735810811,7.92421274324324,11.105657027027,4.962082,4.46704202702703,8.81472025675676,3.802451,3.37223496621622,8.29138143918919,3.442335,3.32219237162162,8.08152797972973,3.264707,3.32072237162162,8.00485343918919,3.166295,3.33055296621622
"E05006905","Cannock South","Cannock Chase",22.548363768997,18.5697372948328,15.6530845896657,13.338326899696,12.0372447902736,13.0672419756839,4.97133116109422,4.83073275379939,10.2141877933131,3.81325298176292,3.73893742553191,9.65743803951368,3.4518657112462,3.6888954224924,9.48286582978723,3.27360780243161,3.68742512765957,9.450622443769,3.17491043465046,3.69725542553191
"E05006906","Cannock West","Cannock Chase",18.6107597177419,14.5970283870968,12.2456638306452,10.3473391330645,9.28845352419355,11.6056081854839,4.9633324516129,4.55016387903226,9.08135456048387,3.80391138709677,3.44774012096774,8.54356969354839,3.44362351612903,3.3976975483871,8.34323969758065,3.26591035483871,3.39622721774194,8.27644199193548,3.16745977419355,3.40605812096774
"E05006907","Etching Hill and The Heath","Cannock Chase",12.5106080654762,9.61481783988095,8.00769176547619,6.84753029226191,6.19247532916667,10.3219710232143,5.05023950297619,4.24823432142857,8.05023223214286,3.88174369702381,3.12933218809524,7.57136144345238,3.51595761666667,3.07757930238095,7.37801291309524,3.33583546071429,3.07625045297619,7.29233571011905,3.23277079523809,3.08659732857143
"E05006908","Hagley","Cannock Chase",14.803634972973,11.9405610324324,9.84199301081081,8.39508637297297,7.63315024324324,10.9518292432432,5.064513,4.39418574594595,8.67223013513514,3.894949,3.34170884864865,8.15281240540541,3.528205,3.28967655135135,7.94952275675676,3.34766,3.28837055675676,7.86649254054054,3.243829,3.29880184864865
"E05006909","Hawks Green","Cannock Chase",19.5389088439306,16.2626304624277,13.7600752023121,11.7497391156069,10.611915300578,11.9019993641618,5.02104246242775,4.55159667630058,9.34231247976879,3.85895850867052,3.45753206936416,8.76757897687861,3.49436760115607,3.40646579768786,8.55395367630058,3.31471073988439,3.40508052601156,8.48089457803468,3.21327644508671,3.41522023121387
